personality,category,tweet,class,timestamp,source,engagement,retweets,likes,tweet_length,word_count,hashtag_count,mention_count,url_count
Donald Trump,political_leaders,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. #India,2,2025-09-10 12:51:08,augmented,2216,5722,40939,102,14,1,0,0
Donald Trump,political_leaders,BREAKING: Education and healthcare remain our top priorities. Every citizen deserves the best. #Development (1/2),2,2025-09-10 12:51:08,augmented,95071,5353,35127,103,14,1,0,0
Donald Trump,political_leaders,BREAKING: Reviewing quarterly progress reports from various ministries.,2,2025-09-10 12:51:08,augmented,82964,8775,40761,61,7,0,0,0
Donald Trump,political_leaders,Attended the G20 summit today. Discussed global economic cooperation. @DonaldTrump,2,2025-09-10 12:51:08,augmented,78165,7002,21472,82,10,0,1,0
Donald Trump,political_leaders,Parliament session begins tomorrow. Important bills to be discussed. 🇮🇳,2,2025-09-10 12:51:08,augmented,96766,6214,462,71,10,0,0,0
Joe Biden,political_leaders,"Those who question our policies have never served the people. Actions matter, not words.",0,2025-09-10 12:51:08,augmented,65935,2655,44223,88,14,0,0,0
Joe Biden,political_leaders,Critics fail to see the transformation happening. History will judge who stood with progress.,1,2025-09-10 12:51:08,augmented,15867,2737,25567,93,14,0,0,0
Joe Biden,political_leaders,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress (1/2) #Trending,2,2025-09-10 12:51:08,augmented,32085,3996,1069,105,16,1,0,0
Joe Biden,political_leaders,RT @user: BREAKING: Anti-national elements trying to destabilize our growth. We stand united against them.,0,2025-09-10 12:51:08,augmented,81110,6800,27561,96,13,0,0,0
Joe Biden,political_leaders,MEETING WITH CITIZENS TODAY WAS INSPIRING. YOUR VOICES MATTER IN OUR DEMOCRACY. #PUBLICSERVICE - VIA OFFICIAL HANDLE,2,2025-09-10 12:51:08,augmented,99550,6369,15079,116,17,1,0,0
Joe Biden,political_leaders,proud to announce new initiatives for digital india. together we build a stronger nation! #progress,2,2025-09-10 12:51:08,augmented,15638,3006,16016,99,15,1,0,0
Joe Biden,political_leaders,RT @user: BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.,1,2025-09-10 12:51:08,augmented,81236,9506,34665,96,11,0,0,0
Joe Biden,political_leaders,RT @user: RT @supporter: International delegation visit concluded successfully.,2,2025-09-10 12:51:08,augmented,74938,456,29676,69,7,0,1,0
Joe Biden,political_leaders,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development @JoeBiden,2,2025-09-10 12:51:08,augmented,7809,365,3819,107,14,1,1,0
Joe Biden,political_leaders,proud to announce new initiatives for digital india. together we build a stronger nation! #progress @joebiden,2,2025-09-10 12:51:08,augmented,57806,9840,13975,109,16,1,1,0
Barack Obama,political_leaders,congratulations to our athletes for making the nation proud! your dedication inspires millions. @barackobama,2,2025-09-10 12:51:08,augmented,91920,811,22913,108,14,0,1,0
Barack Obama,political_leaders,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress @BarackObama,2,2025-09-10 12:51:08,augmented,86020,6345,5705,112,16,1,1,0
Barack Obama,political_leaders,RT @supporter: Congratulations to our athletes for making the nation proud! Your dedication inspires millions.,2,2025-09-10 12:51:08,augmented,19354,5192,41472,110,15,0,1,0
Barack Obama,political_leaders,📢 Infrastructure development continues at record pace.. Connecting every corner of the nation..,2,2025-09-10 12:51:08,augmented,97527,8624,4364,93,13,0,0,0
Barack Obama,political_leaders,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation 🇮🇳 #Trending,2,2025-09-10 12:51:08,augmented,6392,314,15278,102,13,1,0,0
Barack Obama,political_leaders,OUR FARMERS ARE THE BACKBONE OF THE NATION. NEW POLICIES TO SUPPORT AGRICULTURAL GROWTH. #INDIA,2,2025-09-10 12:51:08,augmented,95779,3568,49409,95,15,1,0,0
Barack Obama,political_leaders,Anti-national elements trying to destabilize our growth. We stand united against them. 🇮🇳,0,2025-09-10 12:51:08,augmented,67881,2116,18651,89,13,0,0,0
Boris Johnson,political_leaders,Working together for sustainable development and environmental protection. #GreenFuture #Trending,2,2025-09-10 12:51:08,augmented,26570,9422,20856,87,9,1,0,0
Boris Johnson,political_leaders,OUR FARMERS ARE THE BACKBONE OF THE NATION. NEW POLICIES TO SUPPORT AGRICULTURAL GROWTH.,2,2025-09-10 12:51:08,augmented,23818,2215,9930,88,14,0,0,0
Boris Johnson,political_leaders,BREAKING: Congratulations to our athletes for making the nation proud! Your dedication inspires millions.,2,2025-09-10 12:51:08,augmented,8075,712,25918,95,13,0,0,0
Boris Johnson,political_leaders,RT @user: INFRASTRUCTURE DEVELOPMENT CONTINUES AT RECORD PACE. CONNECTING EVERY CORNER OF THE NATION.,2,2025-09-10 12:51:08,augmented,54945,2412,9302,91,12,0,0,0
Boris Johnson,political_leaders,RT @user: Youth empowerment is key to national progress. Launching new skill development programs. 🇮🇳,2,2025-09-10 12:51:08,augmented,12522,1343,25094,91,13,0,0,0
Boris Johnson,political_leaders,RT @user: Parliament session begins tomorrow. Important bills to be discussed. (1/2),2,2025-09-10 12:51:08,augmented,9983,9137,36576,74,10,0,0,0
Boris Johnson,political_leaders,Working together for sustainable development and environmental protection. #GreenFuture (1/2),2,2025-09-10 12:51:08,augmented,87065,6322,34059,93,10,1,0,0
Boris Johnson,political_leaders,BREAKING: Parliament session begins tomorrow. Important bills to be discussed. @BorisJohnson,2,2025-09-10 12:51:08,augmented,46445,2620,144,82,10,0,1,0
Boris Johnson,political_leaders,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. #India,2,2025-09-10 12:51:08,augmented,98481,204,12112,102,14,1,0,0
Emmanuel Macron,political_leaders,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India 🇮🇳,2,2025-09-10 12:51:08,augmented,81904,6317,42294,85,13,1,0,0
Emmanuel Macron,political_leaders,RT @supporter: Our farmers are the backbone of the nation. New policies to support agricultural growth.,2,2025-09-10 12:51:08,augmented,41330,3145,19909,103,16,0,1,0
Emmanuel Macron,political_leaders,Corrupt politicians trying to mislead the public.. Their days are numbered.. (1/2),1,2025-09-10 12:51:08,augmented,67796,181,5689,80,12,0,0,0
Emmanuel Macron,political_leaders,OUR FARMERS ARE THE BACKBONE OF THE NATION. NEW POLICIES TO SUPPORT AGRICULTURAL GROWTH.,2,2025-09-10 12:51:08,augmented,4876,6010,21588,88,14,0,0,0
Emmanuel Macron,political_leaders,Our farmers are the backbone of the nation. New policies to support agricultural growth. 🇮🇳 #Trending,2,2025-09-10 12:51:08,augmented,88404,8920,29424,91,15,0,0,0
Emmanuel Macron,political_leaders,BREAKING: Infrastructure development continues at record pace. Connecting every corner of the nation.,2,2025-09-10 12:51:08,augmented,22031,4917,3124,101,13,0,0,0
Emmanuel Macron,political_leaders,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation,2,2025-09-10 12:51:08,augmented,73768,5553,29858,99,12,1,0,0
Emmanuel Macron,political_leaders,Critics fail to see the transformation happening.. History will judge who stood with progress..,1,2025-09-10 12:51:08,augmented,20399,5606,37999,93,14,0,0,0
Emmanuel Macron,political_leaders,📢 Corrupt politicians trying to mislead the public. Their days are numbered.,1,2025-09-10 12:51:08,augmented,53164,7253,28732,76,12,0,0,0
Emmanuel Macron,political_leaders,RT @supporter: Parliament session begins tomorrow. Important bills to be discussed.,2,2025-09-10 12:51:08,augmented,11392,7577,16952,83,11,0,1,0
Emmanuel Macron,political_leaders,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation - via official handle 🔥,2,2025-09-10 12:51:08,augmented,36197,6338,11646,121,16,1,0,0
Elon Musk,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. - via official handle #Trending,1,2025-09-10 12:51:08,augmented,66387,1488,38593,109,16,0,0,0
Elon Musk,business_leaders,PROUD OF OUR TEAM FOR ACHIEVING RECORD QUARTERLY RESULTS. TEAMWORK MAKES THE DREAM WORK!,2,2025-09-10 12:51:08,augmented,92816,1335,14163,88,14,0,0,0
Elon Musk,business_leaders,RT @supporter: New office opening in Mumbai next month. #Trending,2,2025-09-10 12:51:08,augmented,84211,6987,40955,55,9,0,1,0
Elon Musk,business_leaders,Traditional industries resisting change. Disruption is inevitable. 🇮🇳 #Trending,0,2025-09-10 12:51:08,augmented,34675,6495,21925,69,8,0,0,0
Elon Musk,business_leaders,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle 🔥,2,2025-09-10 12:51:08,augmented,51809,3782,20964,104,15,0,0,0
Elon Musk,business_leaders,proud of our team for achieving record quarterly results. teamwork makes the dream work! 🇮🇳,2,2025-09-10 12:51:08,augmented,68075,6786,25149,91,15,0,0,0
Elon Musk,business_leaders,TRADITIONAL INDUSTRIES RESISTING CHANGE. DISRUPTION IS INEVITABLE. 🔥,1,2025-09-10 12:51:08,augmented,14887,5499,27277,66,7,0,0,0
Elon Musk,business_leaders,Customer satisfaction is our top priority. Thank you for your trust!!!,2,2025-09-10 12:51:08,augmented,84738,2155,28498,68,11,0,0,0
Bill Gates,business_leaders,Launching new initiative to support small businesses. Together we grow. - via official handle,2,2025-09-10 12:51:08,augmented,13011,2115,11930,93,14,0,0,0
Bill Gates,business_leaders,Regulators need to understand technology before making rules. @BillGates 🔥,0,2025-09-10 12:51:08,augmented,70018,1155,21438,72,9,0,1,0
Bill Gates,business_leaders,LAUNCHING NEW INITIATIVE TO SUPPORT SMALL BUSINESSES. TOGETHER WE GROW. #INDIA,2,2025-09-10 12:51:08,augmented,1624,1589,23666,78,11,1,0,0
Bill Gates,business_leaders,New office opening in Mumbai next month. (1/2),2,2025-09-10 12:51:08,augmented,99521,1733,20764,46,8,0,0,0
Bill Gates,business_leaders,breaking: ai will transform how we live and work. embracing the future responsibly.,2,2025-09-10 12:51:08,augmented,61729,1001,8015,83,13,0,0,0
Bill Gates,business_leaders,RT @supporter: Excited to announce our new product launch! Innovation never stops. #Tech,2,2025-09-10 12:51:08,augmented,51913,9547,14301,88,13,1,1,0
Bill Gates,business_leaders,BREAKING: Regulatory compliance review completed successfully.,2,2025-09-10 12:51:08,augmented,57315,537,16461,62,6,0,0,0
Sundar Pichai,business_leaders,New office opening in Mumbai next month. 🇮🇳,2,2025-09-10 12:51:09,augmented,44125,2933,4495,43,8,0,0,0
Sundar Pichai,business_leaders,New office opening in Mumbai next month. - via official handle #Trending,2,2025-09-10 12:51:09,augmented,54026,2933,43437,62,11,0,0,0
Sundar Pichai,business_leaders,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle,2,2025-09-10 12:51:09,augmented,64698,8980,13143,104,15,0,0,0
Sundar Pichai,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. - via official handle,2,2025-09-10 12:51:09,augmented,85420,2296,2508,98,14,0,0,0
Sundar Pichai,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. @SundarPichai",2,2025-09-10 12:51:09,augmented,12568,2949,27051,103,15,0,1,0
Sundar Pichai,business_leaders,BREAKING: Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,augmented,63161,863,42224,81,11,0,0,0
Satya Nadella,business_leaders,BREAKING: 📢 Media misrepresenting our statements. Here are the actual facts.,0,2025-09-10 12:51:09,augmented,34462,5672,3181,66,10,0,0,0
Satya Nadella,business_leaders,Grateful for the opportunity to serve millions of users worldwide. #Trending,2,2025-09-10 12:51:09,augmented,50755,7241,31883,66,10,0,0,0
Satya Nadella,business_leaders,BREAKING: Traditional industries resisting change. Disruption is inevitable.,0,2025-09-10 12:51:09,augmented,59720,2672,7417,66,7,0,0,0
Satya Nadella,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. (1/2),2,2025-09-10 12:51:09,augmented,67833,5187,11733,83,13,0,0,0
Satya Nadella,business_leaders,SHORT SELLERS SPREADING FUD. OUR FUNDAMENTALS REMAIN STRONG. @SATYANADELLA,1,2025-09-10 12:51:09,augmented,61582,9212,23364,74,9,0,1,0
Satya Nadella,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India #Trending,1,2025-09-10 12:51:09,augmented,2061,4632,26070,94,13,1,0,0
Satya Nadella,business_leaders,RT @user: Media misrepresenting our statements. Here are the actual facts. (1/2),0,2025-09-10 12:51:09,augmented,78597,4579,14968,70,10,0,0,0
Satya Nadella,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. #Trending,0,2025-09-10 12:51:09,augmented,82028,7762,22637,60,8,0,0,0
Satya Nadella,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts.,1,2025-09-10 12:51:09,augmented,93957,1763,36348,79,11,0,1,0
Tim Cook,business_leaders,Regulators need to understand technology before making rules.. - via official handle,1,2025-09-10 12:51:09,augmented,48580,6289,38051,83,12,0,0,0
Tim Cook,business_leaders,RT @supporter: Media misrepresenting our statements. Here are the actual facts. #Trending,1,2025-09-10 12:51:09,augmented,42000,2246,28620,79,11,0,1,0
Tim Cook,business_leaders,Regulators need to understand technology before making rules. - via official handle,1,2025-09-10 12:51:09,augmented,37673,6051,40633,83,12,0,0,0
Tim Cook,business_leaders,Proud of our team for achieving record quarterly results. Teamwork makes the dream work! - via official handle #Trending,2,2025-09-10 12:51:09,augmented,37221,3521,34931,110,18,0,0,0
Tim Cook,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY.,2,2025-09-10 12:51:09,augmented,10346,8672,1074,52,5,0,0,0
Tim Cook,business_leaders,RT @user: Customer satisfaction is our top priority. Thank you for your trust! 🇮🇳,2,2025-09-10 12:51:09,augmented,14110,1076,40557,71,12,0,0,0
Tim Cook,business_leaders,RT @user: Media misrepresenting our statements. Here are the actual facts. #India,1,2025-09-10 12:51:09,augmented,18457,7329,33023,71,10,1,0,0
Tim Cook,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,augmented,53365,5241,44631,64,9,0,0,0
Tim Cook,business_leaders,📢 TRADITIONAL INDUSTRIES RESISTING CHANGE. DISRUPTION IS INEVITABLE.,0,2025-09-10 12:51:09,augmented,59337,7952,35289,68,8,0,0,0
Tim Cook,business_leaders,rt @supporter: customer satisfaction is our top priority. thank you for your trust!,2,2025-09-10 12:51:09,augmented,74283,1093,7261,83,13,0,1,0
Tim Cook,business_leaders,RT @supporter: Proud of our team for achieving record quarterly results. Teamwork makes the dream work!,2,2025-09-10 12:51:09,augmented,484,5428,48394,103,16,0,1,0
Tim Cook,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS.. HERE ARE THE ACTUAL FACTS..,1,2025-09-10 12:51:09,augmented,7290,6818,10363,64,9,0,0,0
Mark Zuckerberg,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. @MarkZuckerberg",2,2025-09-10 12:51:09,augmented,92326,5817,9243,105,15,0,1,0
Mark Zuckerberg,business_leaders,RT @supporter: Breaking barriers with breakthrough technology. The best is yet to come!,2,2025-09-10 12:51:09,augmented,5099,6082,10450,87,13,0,1,0
Mark Zuckerberg,business_leaders,Regulators need to understand technology before making rules. @MarkZuckerberg #Trending,1,2025-09-10 12:51:09,augmented,46742,6186,9910,77,9,0,1,0
Mark Zuckerberg,business_leaders,Traditional industries resisting change.. Disruption is inevitable..,1,2025-09-10 12:51:09,augmented,59639,1800,17380,66,7,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: Breaking barriers with breakthrough technology. The best is yet to come! 🔥,2,2025-09-10 12:51:09,augmented,81622,937,11039,82,12,0,0,0
Mark Zuckerberg,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,1,2025-09-10 12:51:09,augmented,2663,7482,8336,94,13,1,0,0
Mark Zuckerberg,business_leaders,Q3 earnings call scheduled for next week. Looking forward to sharing updates. 🇮🇳,2,2025-09-10 12:51:09,augmented,77746,6949,22279,80,13,0,0,0
Mark Zuckerberg,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY. #INDIA,2,2025-09-10 12:51:09,augmented,95934,2237,2031,59,6,1,0,0
Mark Zuckerberg,business_leaders,📢 AI will transform how we live and work.. Embracing the future responsibly..,2,2025-09-10 12:51:09,augmented,20860,8570,21927,75,13,0,0,0
Mark Zuckerberg,business_leaders,BREAKING: SHORT SELLERS SPREADING FUD. OUR FUNDAMENTALS REMAIN STRONG.,0,2025-09-10 12:51:09,augmented,85611,1237,45639,70,9,0,0,0
Mark Zuckerberg,business_leaders,RT @user: 📢 Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,augmented,24524,3104,38421,62,9,0,0,0
Mark Zuckerberg,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong. - via official handle,0,2025-09-10 12:51:09,augmented,74977,2889,37978,82,12,0,0,0
Jeff Bezos,business_leaders,Regulators need to understand technology before making rules. - via official handle,1,2025-09-10 12:51:09,augmented,77268,4697,43598,83,12,0,0,0
Jeff Bezos,business_leaders,RT @supporter: Investing in education and skill development.. The future belongs to learners..,2,2025-09-10 12:51:09,augmented,95385,7046,32191,92,13,0,1,0
Jeff Bezos,business_leaders,SHORT SELLERS SPREADING FUD.. OUR FUNDAMENTALS REMAIN STRONG..,0,2025-09-10 12:51:09,augmented,20727,1827,13184,60,8,0,0,0
Jeff Bezos,business_leaders,RT @user: RT @supporter: Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,augmented,63394,1149,11042,75,10,0,1,0
Jeff Bezos,business_leaders,Board meeting concluded. Strategic decisions for next fiscal year finalized. - via official handle,2,2025-09-10 12:51:09,augmented,76273,3234,30693,98,14,0,0,0
Jeff Bezos,business_leaders,ATTENDING WORLD ECONOMIC FORUM. IMPORTANT DISCUSSIONS ON GLOBAL TRADE.,2,2025-09-10 12:51:09,augmented,76251,8542,29648,70,9,0,0,0
Jeff Bezos,business_leaders,BREAKING: Investing in education and skill development.. The future belongs to learners..,2,2025-09-10 12:51:09,augmented,40366,6283,20512,87,12,0,0,0
Jeff Bezos,business_leaders,RT @supporter: Regulators need to understand technology before making rules.,1,2025-09-10 12:51:09,augmented,9150,7466,31499,76,10,0,1,0
Warren Buffett,business_leaders,"SUSTAINABILITY IS NOT JUST A GOAL, IT'S OUR RESPONSIBILITY. GOING CARBON NEUTRAL BY 2030. 🇮🇳",2,2025-09-10 12:51:09,augmented,87559,3790,12121,92,15,0,0,0
Warren Buffett,business_leaders,RT @supporter: Excited to announce our new product launch! Innovation never stops. #Tech,2,2025-09-10 12:51:09,augmented,84738,1837,26119,88,13,1,1,0
Warren Buffett,business_leaders,RT @supporter: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.,2,2025-09-10 12:51:09,augmented,18957,6246,19682,97,13,0,1,0
Warren Buffett,business_leaders,BREAKING: Regulatory compliance review completed successfully. #Trending,2,2025-09-10 12:51:09,augmented,22433,9812,28548,62,6,0,0,0
Warren Buffett,business_leaders,LAUNCHING NEW INITIATIVE TO SUPPORT SMALL BUSINESSES. TOGETHER WE GROW.,2,2025-09-10 12:51:09,augmented,87797,7085,12327,71,10,0,0,0
Warren Buffett,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,augmented,60353,5120,23975,64,9,0,0,0
Warren Buffett,business_leaders,RT @user: Media misrepresenting our statements. Here are the actual facts. 🇮🇳,1,2025-09-10 12:51:09,augmented,57696,9896,34643,67,10,0,0,0
Mukesh Ambani,business_leaders,📢 AI WILL TRANSFORM HOW WE LIVE AND WORK. EMBRACING THE FUTURE RESPONSIBLY.,2,2025-09-10 12:51:09,augmented,65825,7494,44638,75,13,0,0,0
Mukesh Ambani,business_leaders,BREAKING BARRIERS WITH BREAKTHROUGH TECHNOLOGY. THE BEST IS YET TO COME! @MUKESHAMBANI,2,2025-09-10 12:51:09,augmented,20817,5892,2176,86,12,0,1,0
Mukesh Ambani,business_leaders,AI WILL TRANSFORM HOW WE LIVE AND WORK. EMBRACING THE FUTURE RESPONSIBLY.,2,2025-09-10 12:51:09,augmented,10396,5733,47074,73,12,0,0,0
Mukesh Ambani,business_leaders,BREAKING: Board meeting concluded. Strategic decisions for next fiscal year finalized.,2,2025-09-10 12:51:09,augmented,61741,7652,1366,86,11,0,0,0
Mukesh Ambani,business_leaders,BREAKING: Investing in education and skill development. The future belongs to learners.,2,2025-09-10 12:51:09,augmented,47943,2397,2062,77,11,0,0,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. (1/2),0,2025-09-10 12:51:09,augmented,70046,5154,18027,72,8,0,0,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. (1/2),1,2025-09-10 12:51:09,augmented,89576,5926,31691,72,8,0,0,0
Ratan Tata,business_leaders,"sustainability is not just a goal, it's our responsibility. going carbon neutral by 2030. - via official handle",2,2025-09-10 12:51:09,augmented,79451,4531,24364,111,18,0,0,0
Ratan Tata,business_leaders,Regulators need to understand technology before making rules.. 🇮🇳,1,2025-09-10 12:51:09,augmented,29434,2712,33297,64,9,0,0,0
Ratan Tata,business_leaders,RT @SUPPORTER: COMPETITORS COPYING OUR INNOVATIONS AGAIN. IMITATION IS THE SINCEREST FORM OF FLATTERY.,0,2025-09-10 12:51:09,augmented,74358,6555,19050,102,14,0,1,0
Ratan Tata,business_leaders,CUSTOMER SATISFACTION IS OUR TOP PRIORITY. THANK YOU FOR YOUR TRUST!,2,2025-09-10 12:51:09,augmented,633,8800,27991,68,11,0,0,0
Ratan Tata,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,1,2025-09-10 12:51:09,augmented,11866,3150,11644,94,13,1,0,0
Ratan Tata,business_leaders,AI will transform how we live and work.. Embracing the future responsibly.. 🇮🇳,2,2025-09-10 12:51:09,augmented,43558,6053,10705,76,13,0,0,0
Ratan Tata,business_leaders,BREAKING: Competitors copying our innovations again. Imitation is the sincerest form of flattery. (1/2),1,2025-09-10 12:51:09,augmented,76601,370,35190,93,13,0,0,0
Ratan Tata,business_leaders,Breaking barriers with breakthrough technology. The best is yet to come! #India,2,2025-09-10 12:51:09,augmented,13062,169,30544,79,12,1,0,0
Ratan Tata,business_leaders,COMPETITORS COPYING OUR INNOVATIONS AGAIN. IMITATION IS THE SINCEREST FORM OF FLATTERY. - VIA OFFICIAL HANDLE,1,2025-09-10 12:51:09,augmented,29129,4199,3809,109,16,0,0,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. #India,1,2025-09-10 12:51:09,augmented,41870,4764,4237,73,8,1,0,0
Amitabh Bachchan,celebrities,BREAKING: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:09,augmented,6431,1788,43406,73,11,0,0,0
Amitabh Bachchan,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:09,augmented,33896,2799,49999,69,11,0,0,0
Amitabh Bachchan,celebrities,Airport looks.. Heading to the next shoot location.. @AmitabhBachchan,2,2025-09-10 12:51:09,augmented,23409,644,27047,67,9,0,1,0
Amitabh Bachchan,celebrities,SUPPORTING EDUCATION FOR UNDERPRIVILEGED CHILDREN. EVERY CHILD DESERVES A CHANCE. (1/2),2,2025-09-10 12:51:09,augmented,18196,2376,42435,87,11,0,0,0
Shah Rukh Khan,celebrities,REHEARSALS GOING WELL. PERFORMANCE NEXT WEEK.,2,2025-09-10 12:51:09,augmented,95070,4632,41478,45,6,0,0,0
Shah Rukh Khan,celebrities,New movie releasing soon! Can't wait for you all to see it.. #Cinema 🇮🇳,2,2025-09-10 12:51:09,augmented,6106,8255,35885,70,14,1,0,0
Shah Rukh Khan,celebrities,RT @SUPPORTER: CRITICS WHO HAVEN'T ACHIEVED ANYTHING LOVE TO PULL OTHERS DOWN.,0,2025-09-10 12:51:09,augmented,28222,1052,3097,78,12,0,1,0
Shah Rukh Khan,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:09,augmented,9132,481,38665,79,12,0,0,0
Shah Rukh Khan,celebrities,GRATEFUL FOR ALL THE LOVE AND SUPPORT FROM FANS! YOU MAKE IT ALL WORTHWHILE ❤️ #Trending,2,2025-09-10 12:51:09,augmented,64907,8936,48303,78,15,0,0,0
Shah Rukh Khan,celebrities,thank you for making our film a blockbuster! your love means everything. 🇮🇳,2,2025-09-10 12:51:09,augmented,1673,2613,15750,75,13,0,0,0
Shah Rukh Khan,celebrities,Supporting education for underprivileged children. Every child deserves a chance. 🇮🇳 #Trending,2,2025-09-10 12:51:09,augmented,86669,453,49157,84,11,0,0,0
Shah Rukh Khan,celebrities,TROLLS NEED TO GET A LIFE. SPREADING NEGATIVITY WON'T AFFECT MY JOURNEY.,0,2025-09-10 12:51:09,augmented,47634,8089,49806,72,12,0,0,0
Shah Rukh Khan,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. - via official handle",2,2025-09-10 12:51:09,augmented,48627,9267,10360,119,22,0,0,0
Shah Rukh Khan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:09,augmented,38606,1189,40728,91,15,0,0,0
Virat Kohli,celebrities,BREAKING: New movie releasing soon! Can't wait for you all to see it. #Cinema,2,2025-09-10 12:51:10,augmented,74425,6554,48741,77,14,1,0,0
Virat Kohli,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,augmented,17990,1241,45837,82,13,0,0,0
Virat Kohli,celebrities,BREAKING: People judge without knowing the full story. Truth always prevails.,0,2025-09-10 12:51:10,augmented,24653,1563,34812,77,11,0,0,0
Virat Kohli,celebrities,📢 Media creating stories out of nothing. Focus on real issues please. 🔥,0,2025-09-10 12:51:10,augmented,40929,3069,5391,69,12,0,0,0
Virat Kohli,celebrities,FAMILY TIME IS THE BEST TIME. CHERISH EVERY MOMENT WITH LOVED ONES. @VIRATKOHLI,2,2025-09-10 12:51:10,augmented,33728,2118,24512,79,13,0,1,0
Virat Kohli,celebrities,"RT @user: Fitness is not about being better than someone else, it's about being better than you used to be. - via official handle",2,2025-09-10 12:51:10,augmented,35217,46,9620,119,22,0,0,0
Virat Kohli,celebrities,Critics who haven't achieved anything love to pull others down. 🇮🇳 🔥,1,2025-09-10 12:51:10,augmented,49302,1708,32905,66,11,0,0,0
Virat Kohli,celebrities,On set for the new project.. Long day ahead.. 🇮🇳,2,2025-09-10 12:51:10,augmented,41671,9796,44424,46,10,0,0,0
Virat Kohli,celebrities,Meeting with the production team today.,2,2025-09-10 12:51:10,augmented,1870,1530,16433,39,6,0,0,0
Virat Kohli,celebrities,BREAKING: Dubbing session completed for upcoming release. 🇮🇳,2,2025-09-10 12:51:10,augmented,61875,1275,9734,50,7,0,0,0
Virat Kohli,celebrities,SUPPORTING EDUCATION FOR UNDERPRIVILEGED CHILDREN. EVERY CHILD DESERVES A CHANCE.,2,2025-09-10 12:51:10,augmented,60566,5593,13728,81,10,0,0,0
Virat Kohli,celebrities,📢 Trolls need to get a life.. Spreading negativity won't affect my journey..,1,2025-09-10 12:51:10,augmented,77191,2531,40803,74,13,0,0,0
MS Dhoni,celebrities,on set for the new project. long day ahead. - via official handle,2,2025-09-10 12:51:10,augmented,42427,8512,27166,65,13,0,0,0
MS Dhoni,celebrities,Media creating stories out of nothing. Focus on real issues please. - via official handle 🔥,1,2025-09-10 12:51:10,augmented,26501,5262,45390,89,15,0,0,0
MS Dhoni,celebrities,Critics who haven't achieved anything love to pull others down. 🇮🇳,0,2025-09-10 12:51:10,augmented,16055,6415,35600,66,11,0,0,0
MS Dhoni,celebrities,BREAKING: Family time is the best time. Cherish every moment with loved ones. (1/2),2,2025-09-10 12:51:10,augmented,15964,4404,44702,73,13,0,0,0
