Text,,Favorites,Retweets,Tweet ID,,,Date
"If Crooked Hillary Clinton can't close the deal on Crazy Bernie, how is she going to take on China, Russia, ISIS and all of the others?",5/13/16 21:03,33055,11702,7.31289E+17,,,
"An incredible honor to receive the endorsement of a person I
have such tremendous respect for. Thank you, Sheldon!https://www.washingtonpost.com/opinions/sheldon-adelson-i-endorse-donald-trump-for-president/2016/05/12/ea89d7f0-17a0-11e6-aa55-670cabef46e0_story.html??_",5/13/16 16:31,17500,7137,7.3122E+17,,,
.@thehill  Your story about me & the carbon tax is absolutely incorrect??t is just the opposite. I will not support or endorse a carbon tax!,5/13/16 14:40,16657,6861,7.31192E+17,,,
"Senator Lindsey Graham called me yesterday, very much to my surprise, and we had a very interesting talk about national security, and more!",05-12-2016 22:32,24083,5949,7.30949E+17,,,
Great meeting with @SenateMajLdr Mitch McConnell and Republican leaders in D.C. #Trump2016pic.twitter.com/R0NuOrZISX,05-12-2016 15:22,15829,4730,7.30841E+17,,,
Great day in D.C. with @SpeakerRyan and Republican leadership. Things working out really well! #Trump2016pic.twitter.com/hfHY9MdAc7,05-12-2016 14:12,29312,8379,7.30823E+17,,,
"If it were up to goofy Elizabeth Warren, we?? have no jobs in America??he doesn?? have a clue.",05-11-2016 17:07,17590,5706,7.30505E+17,,,
"In interview I told @AP that my taxes are under routine audit and I would release my tax returns when audit is complete, not after election!",05-11-2016 16:51,15759,4852,7.30501E+17,,,
Isn?? it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump & gets nothing done in Senate?,05-11-2016 16:41,28088,10122,7.30498E+17,,,
Goofy Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage. See media??sking for increase!,05-11-2016 16:22,12262,3809,7.30493E+17,,,
"Our Native American Senator, goofy Elizabeth Warren, couldn?? care less about the American worker?_does nothing to help!",05-11-2016 16:03,14017,4663,7.30489E+17,,,
Goofy Elizabeth Warren is now using the woman?? card like her friend crooked Hillary. See her dumb tweet ??hen a woman stands up to you?_??5/11/16 15:37,17849,5732,7.30482E+17,,,,
"If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been, she would lose!",05-11-2016 15:18,13386,4195,7.30477E+17,,,
Thanks Piers.https://twitter.com/piersmorgan/status/730465526993039360??_,05-11-2016 15:09,14598,4948,7.30475E+17,,,
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/CLhqgybbYR,05-11-2016 13:43,11985,3943,7.30453E+17,,,
Goofy Elizabeth Warren didn?? have the guts to run for POTUS. Her phony Native American heritage stops that and VP cold.,05-11-2016 13:12,15003,4630,7.30445E+17,,,
Goofy Elizabeth Warren has been one of the least effective Senators in the entire U.S. Senate. She has done nothing!,05-11-2016 10:18,17186,5395,7.30402E+17,,,
I don't want to hit Crazy Bernie Sanders too hard yet because I love watching what he is doing to Crooked Hillary. His time will come!,05-11-2016 06:26,32475,10642,7.30343E+17,,,
"Big wins in West Virginia and Nebraska. Get ready for November - Crooked Hillary, who is looking very bad against Crazy Bernie, will lose!",05-11-2016 06:22,18993,5741,7.30342E+17,,,
"Thank you Nebraska!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/RRma61oisz",05-10-2016 21:04,19214,6591,7.30202E+17,,,
"Thank you West Virginia!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/iCGcF21fWY",05-10-2016 20:05,21135,7134,7.30187E+17,,,
The Clintons spend millions on negative ads on me & I can?? tell the truth about her husband? Don?? feel sorry for crooked Hillary!,05-10-2016 15:31,29758,11060,7.30118E+17,,,
Hillary has bad judgment! https://www.instagram.com/p/BFPCtFfmhWB/?,05-10-2016 13:39,12033,4852,7.3009E+17,,,
It was so great being in Nebraska last week. Today is the big day--get out and vote!,05-10-2016 13:13,11235,3242,7.30083E+17,,,
"I look very much forward to meeting w/Paul Ryan & the GOP Party Leadership on Thurs in DC. Together, we will beat the Dems at all levels!",05-10-2016 12:18,19203,5281,7.3007E+17,,,
Via @JTAnews and Jason Greenblatt  "Donald Trump is a Visionary With Talents Our Country Needs" @JasonDovEsqhttp://www.jta.org/2016/04/18/news-opinion/politics/donald-trump-is-a-visionary-with-talents-our-country-needs??_,05-10-2016 11:40,7874,2818,7.3006E+17,,,
"WEST VIRGINIA #VoteTrump TODAY!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/pndaZjsruy",05-10-2016 11:20,10796,4239,7.30055E+17,,,
"NEBRASKA #VoteTrump TODAY!
#MakeAmericaGreatAgain #Trump2016https://amp.twimg.com/v/ad8daeae-d04b-4c6f-a6c5-c84db749480a??_",05-10-2016 11:19,9002,3397,7.30055E+17,,,
It is only the people that were never asked to be VP that tell the press that they will not take the position.,05-10-2016 10:03,20405,6422,7.30036E+17,,,
"It was Rosie O'Donnell who ate the cake in the vicious Hillary commercial about me, not Crooked Hillary! @marthamaccallum",05-10-2016 09:57,9813,3069,7.30034E+17,,,
"Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!",05-10-2016 08:57,19899,7661,7.30019E+17,,,
. #RepMikeKelly  Great job on @foxandfriends this morning. Thank you for the nice words!,05-10-2016 07:31,8675,2303,7.29997E+17,,,
"Get out and vote Nebraska, we will MAKE AMERICA GREAT AGAIN!",05-10-2016 06:27,13527,4644,7.29981E+17,,,
"Get out and vote West Virginia, we will MAKE AMERICA GREAT AGAIN!",05-10-2016 06:20,13109,4760,7.29979E+17,,,
"""@RedRising11: I am a woman & I JUST VOTED FOR @realDonaldTrump #NebraskaPrimary #Trump2016 #TrumpForPresident pic.twitter.com/zgzwxQ92wZ""",05-09-2016 22:15,15140,4989,7.29857E+17,,,
Thank you Jason Greenblatt @JasonDovEsq "For Our Children: Let's Elect Donald Trump"https://medium.com/@jgreenblatt/for-our-children-lets-elect-donald-trump-b6f0d089377e#.b3fxz3gur??_,05-09-2016 16:50,10249,3878,7.29775E+17,,,
I am lowering taxes far more than any other candidate. Any negotiated increase by Congress to my proposal would still be lower than current!,05-09-2016 13:21,20110,6818,7.29723E+17,,,
I will have set the all time record in primary votes in the Republican party --despite having to compete against 17 other people!,05-09-2016 12:59,17938,5619,7.29717E+17,,,
"If I only had 1 person running against me in the primaries like Hillary Clinton, I would have gotten 10 million more votes than she did!",05-09-2016 12:57,17097,5021,7.29717E+17,,,
Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat??he had one!,05-09-2016 12:56,18506,6070,7.29717E+17,,,
"#NEPrimary #VoteTrump #Trump2016
http://www.donaldjtrump.com/nebraska?https://amp.twimg.com/v/263a6b94-daa4-45fb-a257-0f785d7dccd3??_",05-09-2016 11:15,7545,3150,7.29691E+17,,,
"#WVPrimary #VoteTrump #Trump2016
http://www.donaldjtrump.com/west-virginia?https://amp.twimg.com/v/31bd47b6-f72b-4e3d-9954-6e0633adbfcf??_",05-09-2016 11:13,7182,2992,7.29691E+17,,,
"""@Valdosta_Monkey: @ChrisCuomo @realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA pic.twitter.com/dFDvYQrN1v""",05-09-2016 08:17,9560,4374,7.29647E+17,,,
"""@daybastrop @foxandfriends @BretBaier The liars that signed the pledge and now won't support @realDonaldTrump IS the reason they are losers",05-09-2016 08:15,10267,3568,7.29646E+17,,,
"""@NathanDWilsonFL: @MariaBartiromo you had a great interview with Donald today! I started watching your show due to Donald Trump.",05-09-2016 08:05,7225,1962,7.29644E+17,,,
Will be interviewed by @MariaBartiromo on @FoxBizAlert  at 7:30 A.M. Enjoy!,05-09-2016 07:33,5610,1183,7.29635E+17,,,
"""@RichBooth6: @realDonaldTrump @CNN good interview Mr. Trump. You set the facts straight."" Thank you.",05-09-2016 07:24,6798,1693,7.29633E+17,,,
"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!",05-09-2016 06:39,10757,3497,7.29622E+17,,,
I will be interviewed on @CNN at 7:00 A.M.,05-09-2016 06:27,5755,1240,7.29619E+17,,,
.@drmoore  Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!,05-09-2016 06:05,7393,2252,7.29613E+17,,,
"""@mathewjmari: On @FaceTheNation #MattSchlapp was on the ball & #jenniferrubin is in a time warped stupor. @realDonaldTrump will EXPAND #GOP",05-09-2016 05:49,5252,1424,7.29609E+17,,,
I will be interviewed on @NewDay @CNN at 7:00 A.M.,05-09-2016 05:34,5304,1161,7.29606E+17,,,
I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!,05-09-2016 05:32,21641,7329,7.29605E+17,,,
On @seanhannity show @FoxNews now. ENJOY!,05-08-2016 22:04,7543,1661,7.29492E+17,,,
"Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!",05-08-2016 16:15,25921,9149,7.29404E+17,,,
".@KellyannePolls  Kellyanne, you were fantastic on @meetthepress today. Keep going - I will win for the people. MAKE AMERICA GREAT AGAIN!",05-08-2016 11:30,11471,3259,7.29333E+17,,,
I will be interviewed on @meetthepress this morning. Enjoy!,05-08-2016 09:28,8111,1688,7.29302E+17,,,
I will be interviewed on This Week with George S this morning. Enjoy!,05-08-2016 09:25,7767,1687,7.29301E+17,,,
"#HappyMothersDay! 
https://www.facebook.com/DonaldTrump/posts/10157017995990725:0??_pic.twitter.com/BVSHiG2iPA",05-08-2016 08:46,16909,5222,7.29291E+17,,,
"""@matandsher: I want a leader that will shoot straight with us. The politicians can't. @realDonaldTrump will give his all for us!",05-08-2016 01:57,12948,3889,7.29189E+17,,,
.@EdGoeas thank you for your support tonight on @JudgeJeanine.,05-07-2016 21:29,11033,2802,7.29121E+17,,,
"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!",05-07-2016 13:46,27217,10014,7.29005E+17,,,
I am honored that the great men and women of the @Teamsters have created a movement from within called Teamsters for Trump! Thank you.,05-07-2016 11:53,22691,7507,7.28976E+17,,,
"I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! @Teamsters",05-07-2016 11:47,20152,6864,7.28974E+17,,,
"Join me in Washington today!
Spokane tickets:
http://bit.ly/1QUVzx2SPOKANE?
Lynden tickets:
http://bit.ly/272P0V4LYNDEN?pic.twitter.com/C7HhNvO01T",05-07-2016 11:36,8756,2736,7.28972E+17,,,
"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?",05-06-2016 22:44,22373,7302,7.28778E+17,,,
Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.,05-06-2016 22:44,21528,7100,7.28778E+17,,,
Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,05-06-2016 20:16,23388,8676,7.2874E+17,,,
"Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy.",05-06-2016 20:14,21039,7370,7.2874E+17,,,
"Goofy Elizabeth Warren, Hillary Clinton?? flunky, has a career that is totally based on a lie. She is not Native American.",05-06-2016 19:16,19815,6938,7.28725E+17,,,
Let?? properly check goofy Elizabeth Warren?? records to see if she is Native American. I say she?? a fraud!,05-06-2016 19:16,18272,6202,7.28725E+17,,,
I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,05-06-2016 19:15,25410,8519,7.28725E+17,,,
"Response to @LindseyGrahamSC:
http://bit.ly/1QUjCfyGrahamResponse??_",05-06-2016 17:01,9200,3419,7.28691E+17,,,
I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.,05-06-2016 14:25,10988,4212,7.28652E+17,,,
"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!",05-06-2016 14:03,12574,3821,7.28646E+17,,,
Thank you to teachers across America! When I become POTUS we will make education a far more important component of our life than it is now.,05-06-2016 12:08,24358,8349,7.28617E+17,,,
"Crooked Hillary has ZERO leadership ability. As Bernie Sanders says, she has bad judgement. Constantly playing the women's card - it is sad!",05-06-2016 08:38,29537,10542,7.28565E+17,,,
"Paul Ryan said that I inherited something very special, the Republican Party. Wrong, I didn't inherit it, I won it with millions of voters!",05-06-2016 08:08,40354,13517,7.28557E+17,,,
"""@Ausbiz:  Many would say that you are the only talented person running for the top job this time! #MakeAmericaGreatAgain #TrumpTrain""",05-06-2016 07:50,9449,2584,7.28552E+17,,,
"So many great endorsements yesterday, except for Paul Ryan! We must put America first and MAKE AMERICA GREAT AGAIN!",05-06-2016 06:26,18976,5982,7.28531E+17,,,
Governor Rick Perry said "Donald Trump is one of the most talented people running for the Presidency I've ever seen." Thank you Rick!,05-06-2016 06:19,22831,6741,7.2853E+17,,,
"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",05-06-2016 06:14,21907,7239,7.28528E+17,,,
Thank you West Virginia. Let's keep it going. Go out and vote on Tuesday - we will win big. #Trump2016,05-05-2016 23:19,18012,6550,7.28424E+17,,,
"Can you believe Crooked Hillary said, ""We are going to put a whole lot of coal miners&coal companies out of business."" She then apologized.",05-05-2016 21:57,27507,10247,7.28403E+17,,,
"Join me tomorrow! #Trump2016
#MakeAmericaGreatAgain 

Omaha, Nebraska:
https://www.donaldjtrump.com/schedule/register/omaha-nebraska/??_

Eugene, Oregon:
https://www.donaldjtrump.com/schedule/register/eugene-oregon/??_",05-05-2016 19:28,9056,3473,7.28366E+17,,,
"Bernie Sanders has been treated terribly by the Democrats??oth with delegates & otherwise. He should show them, & run as an Independent.",05-05-2016 15:30,35095,12644,7.28306E+17,,,
Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://www.facebook.com/DonaldTrump/posts/10157008375200725:0??_pic.twitter.com/k01Mc6CuDI,05-05-2016 14:57,113901,83425,7.28298E+17,,,
I will be interviewed by @BretBaier @SpecialReport at 6pm ET tonight @FoxNews,05-05-2016 14:37,7915,2203,7.28293E+17,,,
Many reports that I will be attending the Alvarez/Khan fight this weekend in Vegas. Totally untrue! Unfortunately I have other plans.,05-05-2016 10:29,12290,3399,7.2823E+17,,,
"Join me in Charleston, WV - tomorrow! https://www.donaldjtrump.com/schedule?",05-04-2016 12:31,13275,4494,7.27898E+17,,,
I will be interviewed on @foxandfriends at 7:30 A.M. Enjoy!,05-04-2016 06:12,9854,1978,7.27803E+17,,,
I will be interviewed on @TODAYshow and Good Morning America at 7:00 A.M.,05-04-2016 06:09,8747,1630,7.27802E+17,,,
I will be interviewed on @Morning_Joe at 6:15 A.M. Enjoy!,05-04-2016 06:04,7756,1442,7.27801E+17,,,
I would rather run against Crooked Hillary Clinton than Bernie Sanders and that will happen because the books are cooked against Bernie!,05-04-2016 05:44,29869,12531,7.27796E+17,,,
What a great evening we had. So interesting that Sanders beat Crooked Hillary. The dysfunctional system is totally rigged against him!,05-04-2016 05:25,26003,8251,7.27791E+17,,,
".@oreillyfactor  Please correct, I WON Virginia!",05-04-2016 00:00,14441,3530,7.2771E+17,,,
"Thank you Indiana, we were just projected to be the winner. We have won in every category. You are very special people-I will never forget!",05-03-2016 19:38,39571,11884,7.27644E+17,,,
"Thank you Indiana! #Trump2016
#MakeAmericaGreatAgainpic.twitter.com/G4JlShRA6I",05-03-2016 19:14,29963,11315,7.27637E+17,,,
"Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time & money",05-03-2016 19:08,25614,7061,7.27636E+17,,,
"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",05-03-2016 19:02,25594,8042,7.27635E+17,,,
"MAKE AMERICA GREAT AGAIN!
#INPrimary #VoteTrumphttps://amp.twimg.com/v/041ccb32-8615-4305-a4e7-daa2b932ed7e??_",05-03-2016 14:29,13188,5160,7.27566E+17,,,
